Product,Ratings,Review,Price,M.R.P,Discount,Description
Samsung Galaxy Book6 Pro Intel Core Ultra X7 Series 3 358H - (32 GB/1 TB SSD/Windows 11 Home) NP940XJG...,5,6 Ratings & 0 Reviews,"₹2,09,990","₹2,91,190",27% off,Intel Core Ultra X7 Processor (Series 3)32 GB LPDDR5X RAM64 bit Windows 11 Home Operating System1 TB SSD35.56 cm (14 inch) Touchscreen Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book3 Pro 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Ho...,4.5,39 Ratings & 5 Reviews,"₹90,990","₹1,81,046",49% off,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Warranty
Primebook 2 Pro (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...,4.4,"1,439 Ratings & 425 Reviews","₹24,990","₹39,990",37% off,MediaTek Helio G99 (MT8781) Processor8 GB LPDDR4X RAM64 bit Android Operating System35.81 cm (14.1 Inch) Display1 Year Onsite Warranty
HP OmniBook 5(Previously Pavilion) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 1...,4.4,219 Ratings & 23 Reviews,"₹68,990","₹78,778",12% off,Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Service
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
DELL 14 Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows ...,4.4,63 Ratings & 6 Reviews,"₹90,990","₹1,02,656",11% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Warranty
"ASUS Vivobook S16 (2026) with Metallic Design, Gaming Grade CPU AMD Ryzen 5 220 - (16 GB/512 GB SSD/Wi...",4.7,6 Ratings & 1 Reviews,"₹70,990","₹1,47,990",52% off,"AMD Ryzen 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Warranty"
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
HP 14 with Backlit Keyboard & MSO'2024 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Hom...,N/A,N/A,"₹78,990","₹1,06,863",26% off,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMS Office Home 20241 Year Onsite Service
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,4.6,14 Ratings & 2 Reviews,"₹94,990","₹1,92,990",50% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Service
MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,4.3,125 Ratings & 7 Reviews,"₹84,990","₹92,990",8% off,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year On-Site Warranty
DELL PRO 15 (2026) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) PRO 15 Thin and Lig...,4,21 Ratings & 2 Reviews,"₹51,012","₹58,900",13% off,"AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 111 Year Warranty"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
DELL 15 (Previously Inspiron) (2026) AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ...,4.3,"3,464 Ratings & 234 Reviews","₹61,990","₹76,478",18% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Onsite Warranty
"MICROSOFT Surface Laptop 13"" with Microsoft 365 for 6 Months* Snapdragon X Plus - (16 GB/256 GB SSD/Wi...",4.2,6 Ratings & 1 Reviews,"₹1,00,999",N/A,N/A,Snapdragon X Plus Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System256 GB SSD33.02 cm (13 Inch) Touchscreen DisplayNA1 Year Limited Warranty
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS | ...,4.2,"2,631 Ratings & 169 Reviews","₹46,990","₹66,990",29% off,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP 15 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0665TU / 15-fd0640TU /...,4.2,137 Ratings & 8 Reviews,"₹54,990","₹69,629",21% off,Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC with 1Yr ADP Snapdragon X - (16 GB/512 GB ...,4.4,"1,117 Ratings & 101 Reviews","₹57,990","₹88,390",34% off,Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,4.1,"2,971 Ratings & 220 Reviews","₹52,990","₹56,999",7% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
HP AMD Ryzen 5 Quad Core 7th Gen - (8 GB/512 GB SSD/Windows 11 Home) 245 G10 Laptop,4.3,24 Ratings & 0 Reviews,"₹48,750","₹65,000",25% off,AMD Ryzen 5 Quad Core Processor (7th Gen)8 GB LPDDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 year Onsite Warrenty
"ASUS Vivobook S14 (2025) with Backlit Keyboard, Metallic Design*, Intel Core Ultra 7 255H - (16 GB/512...",4.3,40 Ratings & 3 Reviews,"₹86,990","₹1,27,990",32% off,"Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,4,"1,431 Ratings & 189 Reviews","₹86,990","₹1,49,900",41% off,Intel Core i9 Processor (13th Gen)32 GB LPDDR5X RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
HP 14 with Backlit Keyboard & MSO'2024 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Hom...,N/A,N/A,"₹78,990","₹1,06,863",26% off,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMS Office Home 20241 Year Onsite Service
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,3.8,"9,762 Ratings & 827 Reviews","₹35,200","₹44,999",21% off,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System256 GB SSD29.46 cm (11.6 Inch) Display1 Year Warranty
HP Victus(i5 14th Gen) Intel Core 5 210H - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.8,5 Ratings & 0 Reviews,"₹79,990","₹1,47,674",45% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Service
ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.6,56 Ratings & 10 Reviews,"₹70,990","₹84,990",16% off,AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMcAfee 1 year1 Year Onsite Service
"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 5 Hexa Core 150 - (16 GB/512 GB SSD/...",4.6,90 Ratings & 9 Reviews,"₹62,990","₹1,11,990",43% off,"AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thi...,4.2,363 Ratings & 56 Reviews,"₹99,990",N/A,N/A,Intel Core i7 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD38.86 cm (15.3 Inch) Display1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 8840H Office 2024 and Backlit Keyboard AMD Ryzen 7 Octa Co...,4.4,130 Ratings & 12 Reviews,"₹84,490","₹94,890",10% off,AMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty
"ASUS Vivobook S14 (2026) with Metallic Design, Gaming Grade CPU AMD Ryzen 5 220 - (16 GB/512 GB SSD/Wi...",N/A,N/A,"₹68,990","₹94,990",27% off,"AMD Ryzen 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Warranty"
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,4.2,"1,651 Ratings & 84 Reviews","₹59,990","₹65,387",8% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty
Acer Aspire 7(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,N/A,N/A,"₹74,990","₹1,29,990",42% off,Intel Core 5 Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Service
Acer Aspire with Infinity Neet Capsule Course Intel Celeron Dual Core N4500 - (8 GB/128 GB SSD/Windows...,N/A,N/A,"₹29,990","₹69,990",57% off,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD29.46 cm (11.6 inch) Display1 Year Onsite Service
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,4.3,847 Ratings & 50 Reviews,"₹86,590",N/A,N/A,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
HP 15 (i5 14th Gen) Intel Core 5 120U - (24 GB/512 GB SSD/Windows 11 Home) 15-fd0262TU Thin and Light ...,4.2,137 Ratings & 8 Reviews,"₹74,990","₹1,32,489",43% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365(1-Year Validity)1 Year Onsite Service
Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,4.1,"2,484 Ratings & 215 Reviews","₹56,990","₹59,990",5% off,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,3.8,"3,068 Ratings & 262 Reviews","₹22,990","₹32,990",30% off,Intel Celeron Dual Core Processor8 GB LPDDR4X RAM64 bit Chrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
"ASUS Vivobook S14 (2025) with Backlit Keyboard, Metallic Design*, Intel Core Ultra 7 255H - (16 GB/512...",4.3,40 Ratings & 3 Reviews,"₹86,990","₹1,65,990",47% off,"Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,3.8,"9,762 Ratings & 827 Reviews","₹38,890","₹39,999",2% off,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 Inch) Display1 Year Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",4.3,"1,682 Ratings & 114 Reviews","₹66,990","₹72,990",8% off,"Intel Core 5 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
"Apple MacBook Air (M5, 2026) M5 - (16 GB/1 TB SSD/Tahoe) MDHJ4HN/A",4.7,715 Ratings & 66 Reviews,"₹1,39,900",N/A,N/A,"Apple M5 Processor16 GB Unified Memory RAMMac OS Operating System1 TB SSD34.54 cm (13.6 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty"
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,4.1,707 Ratings & 57 Reviews,"₹60,990","₹99,999",39% off,Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Warranty
Lenovo Legion 5 Intel Core i7 13650HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,4,4 Ratings & 0 Reviews,"₹1,68,990","₹1,88,890",10% off,Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Service
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,4.3,"3,174 Ratings & 162 Reviews","₹76,354",N/A,N/A,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic AMD Ryzen 5 Quad Core 40 - (8 GB/512 GB SSD/W...,4.2,9 Ratings & 1 Reviews,"₹54,990","₹80,990",32% off,"AMD Ryzen 5 Quad Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP Victus Intel Core i7 13th Gen 13650 HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,N/A,N/A,"₹1,19,990","₹1,92,984",37% off,Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Service
Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,4.1,"2,484 Ratings & 215 Reviews","₹57,990","₹59,990",3% off,Intel Core i5 Processor (12th Gen)12 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MOTOROLA Motobook 60 Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/1 TB SSD/Windows 11 Home) ...,4.4,"1,113 Ratings & 152 Reviews","₹67,990","₹1,10,490",38% off,Intel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayOffice Home & Student 20241 Year Warranty
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,4.7,39 Ratings & 4 Reviews,"₹1,69,990","₹2,03,990",16% off,"AMD Ryzen 9 16 Core Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), , McAfee 1 year, Xbox Game Pass for 3 months1 Year Onsite Warranty"
Infinix X1 Slim Series Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and...,4.1,989 Ratings & 132 Reviews,"₹59,999",N/A,N/A,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty
Acer Aspire AMD Ryzen 5 Hexa Core 7430U - (16 GB/1 TB SSD/Windows 11 Home) AS15-42 Thin and Light Lapt...,4.2,"4,097 Ratings & 381 Reviews","₹56,990","₹59,990",5% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Warranty
DELL 15 (Previously Inspiron) (2026) AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ...,4.3,"3,464 Ratings & 234 Reviews","₹61,990","₹76,478",18% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC with 1Yr ADP Snapdragon X - (16 GB/512 GB ...,4.4,"1,117 Ratings & 101 Reviews","₹57,990","₹88,390",34% off,Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty
DELL 15 (Previously Inspiron) (2026) AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ...,4.3,"3,464 Ratings & 234 Reviews","₹61,990","₹76,478",18% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Onsite Warranty
Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,4,429 Ratings & 36 Reviews,"₹72,990","₹85,290",14% off,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 20241 Year Onsite Warranty
